Artikeltyp;ExternalKey;Artikelname;ParentExternalKey
Parent;18021;Äpfel säuerlich;
Parent;18020;Äpfel süss;
Parent;11932;Aprikosen;
Parent;19384;Artischocken Agkinara Irion;
Parent;11532;Auberginen;
Parent;16905;Wilde Austern;
Parent;12974;Avocados;
Parent;12975;Avocados;
Parent;10655;Avocados;
Parent;10656;Avocados;
Parent;18339;Avocados Fuerte;
Parent;12137;Babybananen;
Parent;12138;Babybananen;
Parent;10689;Bananen;
Parent;10690;Bananen;
Parent;12586;Bananen;
Parent;12587;Bananen;
Parent;16916;Gemischte Beeren zur Abholung;
Parent;18222;Alpkäse von der Alp Schüpfi;
Parent;16906;Fleisch vom Bruderhahn;
Parent;10659;Clementinen;
Parent;10658;Clementinen;
Parent;10700;Edamame;
Parent;10726;Erdbeeren;
Parent;13309;Erdbeeren zur Abholung;
Parent;10734;Federkohl;
Parent;14999;Alternativen zu Fisch und Fleisch;
Parent;16907;;
Parent;12106;Gitzi;
Parent;10708;Grapefruits;
Parent;10707;Grapefruits;
Parent;10718;Grüne Spargeln;
Parent;10699;Heidelbeeren;
Parent;16917;Himbeeren zur Abholung;
Parent;16908;;
Parent;18482;Ingwer & Kurkuma;
Parent;18337;Ingwer & Kurkuma;
Parent;15504;Alternativen zu Käse;
Parent;12652;Karotten;
Parent;10683;Kartoffeln;
Parent;19865;;
Parent;10703;Kirschen;
Parent;10731;Kürbis;
Parent;10730;Kürbis;
Parent;16909;;
Parent;16737;Lammfleisch, Hof Guggenbüel;
Parent;10714;Lammfleisch, Hof Schär;
Parent;12380;Lammfleisch, Hof Guggenbüel;
Parent;12979;Lammfleisch, Hof Schär;
Parent;10666;Lammfleisch;
Parent;19753;Limetten;
Parent;12988;Mandarinen Tardivo di Ciaculli;
Parent;12989;Mandarinen Tardivo di Ciaculli;
Parent;18960;Mandarinen Nadorcott;
Parent;10661;Mangos;
Parent;10662;Mangos;
Parent;15495;Mangos;
Parent;10702;Mini-Kiwi;
Parent;13556;Nektarinen;
Parent;13557;Nektarinen;
Parent;16915;;
Parent;18224;Alpkäse von der Alp Jänzimatt;
Parent;10665;Orangen;
Parent;10664;Orangen;
Parent;10741;Orangen-Probierpaket;
Parent;14865;Orangen-Probierpaket;
Parent;11530;Osterlamm;
Parent;16751;Passionsfrüchte;
Parent;10696;Peperoni;
Parent;10740;Persimonen;
Parent;10739;Persimonen;
Parent;12748;Tofu, Tempeh und Seitan;
Parent;15419;Walliser Raclettekäse;
Parent;10693;Rhabarber;
Parent;16910;Angusrind;
Parent;16911;;
Parent;16914;;
Parent;10738;Schottisches Hochlandrind;
Parent;13970;Sambi;
Parent;16913;;
Parent;13524;Sommergemüse;
Parent;14159;Sommerorangen;
Parent;14158;Sommerorangen;
Parent;10727;Stachelbeeren;
Parent;10706;Süsskartoffeln;
Parent;11704;Süssmais;
Parent;10736;Topinambur;
Parent;12375;Tofu und Okara;
Parent;10728;Tomaten, gemischt;
Parent;17131;Tomaten;
Parent;10692;Weidegitzi;
Parent;10686;Weisse Spargeln;
Parent;10687;Weisse Spargeln;
Parent;10737;Wintergemüse;
Parent;12653;Wintersalat;
Parent;10691;Wurzelpaket;
Parent;10680;Zitronen;
Parent;10679;Zitronen;
Parent;10724;Zwetschgen;
Parent;10735;Zwiebeln und Knoblauch;
Parent;10704;Zwiebeln;
Child;1013535;"Gemüseabo ""Weltweit ab Hof"", gross, vegan";10722
Child;1013532;"Gemüseabo ""Weltweit ab Hof""";10722
Child;1016034;"Gemüseabo ""Weltweit ab Hof""";10722
Child;1016035;"Gemüseabo ""Weltweit ab Hof""";10722
Child;1014033;"Probepaket ""Weltweit ab Hof"", gross, vegan";10720
Child;1014032;"Probepaket ""Weltweit ab Hof"", klein, vegan";10720
Child;1013534;"Probepaket ""Weltweit ab Hof"", gross";10720
Child;1013533;"Probepaket ""Weltweit ab Hof"", klein";10720
Child;1022259;Äpfel alte Sorten;12067
Child;1020598;Äpfel alte Sorten;12067
Child;1019795;Äpfel alte Sorten;12067
Child;1019813;Äpfel Sortenmix;18023
Child;1022210;Äpfel Sortenmix;18023
Child;1021331;Äpfel säuerlich;18021
Child;1021975;Äpfel süss;18020
Child;1021700;Äpfel süss;18020
Child;1021699;Äpfel süss-säuerlich;18022
Child;1021334;Äpfel süss-säuerlich;18022
Child;1019920;Äpfel Sortenmix;18023
Child;1019921;Äpfel Sortenmix;18023
Child;1021933;Äpfel Sortenmix;18023
Child;1018942;Bündner Alpkäse;10682
Child;1021772;Alpkäse aus Parpan;14008
Child;1021771;Alpkäse aus Parpan;14008
Child;1022243;Äpfel und Birnen;10733
Child;1020579;Äpfel und Birnen;10733
Child;1019782;Äpfel und Birnen;10733
Child;1021204;Aprikosen;11932
Child;1020502;Aprikosen;11932
Child;1020508;Auberginen;11532
Child;1021735;Auberginen;11532
Child;1020507;Auberginen;11532
Child;1020509;Auberginen;11532
Child;1002797;Aufkleber gross;18396
Child;1022244;Aufkleber gross;18396
Child;1002795;Aufkleber klein;18395
Child;1022241;Aufkleber klein;18395
Child;1019084;Wilde Austern;16905
Child;1020693;Basmatireis;10671
Child;1021242;Basmatireis;10671
Child;1020694;Basmatireis;10671
Child;1009020;Basmatireis;10671
Child;1009019;Basmatireis;10671
Child;1021871;Walnüsse von Hochstammbäumen;15112
Child;1022209;Walnüsse von Hochstammbäumen;15112
Child;1022262;Walnüsse von Hochstammbäumen;15112
Child;1021906;Walnüsse von Hochstammbäumen;15112
Child;1021890;Walnüsse Fernor;15112
Child;1022131;Gemischte Beeren zur Abholung;16916
Child;1022130;Gemischte Beeren zur Abholung;16916
Child;1021961;Bündner Bergkäse 'San Carlo';16182
Child;1021960;Bündner Bergkäse 'San Carlo';16182
Child;1021055;Bergkäse aus Müstair;12348
Child;1021361;Bergkäse aus Müstair;12348
Child;1016462;Bergkäse aus Vicosoprano;10684
Child;1016463;Bergkäse aus Vicosoprano;10684
Child;1022279;Berner Alpkäse mild;18756
Child;1022278;Berner Alpkäse mild;18756
Child;1021355;Fleisch vom Bruderhahn;16906
Child;1021778;Bergkäse 'Grottino' aus San Carlo;12905
Child;1021779;Bergkäse 'Grottino' aus San Carlo;12905
Child;1021819;Café RebelDía;10701
Child;1017419;Café RebelDía;10701
Child;1017420;Café RebelDía;10701
Child;1021820;Café RebelDía;10701
Child;1017421;Café RebelDía;10701
Child;1017422;Café RebelDía;10701
Child;1022147;Capple Snackmix;17302
Child;1022148;Capple Snackmix 15x100g;17302
Child;1000271;Cashews;10657
Child;1006053;Cashews;10657
Child;1020126;Cassis;10713
Child;1019328;Edamame;10700
Child;1019976;Edamame;10700
Child;1019335;Erdbeeren zur Abholung;13309
Child;1020510;Erdbeeren zur Abholung;13309
Child;1022360;Erdbeeren zur Abholung;13309
Child;1021711;Erdbeeren zur Abholung;13309
Child;1021712;Erdbeeren zur Abholung;13309
Child;1021713;Erdbeeren zur Abholung;13309
Child;1021714;Erdbeeren zur Abholung;13309
Child;1021825;Hausmischung Espresso;14432
Child;1000262;Hausmischung Espresso;14432
Child;1021826;Hausmischung Espresso;14432
Child;1000117;Hausmischung Espresso;14432
Child;1021821;Espresso RebelDía;10721
Child;1021185;Espresso RebelDía;10721
Child;1020234;Espresso RebelDía;10721
Child;1021822;Espresso RebelDía;10721
Child;1021186;Espresso RebelDía;10721
Child;1020235;Espresso RebelDía;10721
Child;1020559;Federkohl;10734
Child;1020557;Federkohl;10734
Child;1021885;Alternativen zu Fisch und Fleisch;14999
Child;1021886;Alternativen zu Fisch und Fleisch;14999
Child;1022197;Ananas;10653
Child;1020903;Ananas;10653
Child;1007300;Ananas;10653
Child;1015231;Ananas;10653
Child;1017557;Ananas;10653
Child;1010631;Ananas;10653
Child;1016661;Ananas;10653
Child;1022196;Ananas;10653
Child;1020902;Ananas;10653
Child;1007299;Ananas;10653
Child;1014431;Ananas;10653
Child;1015435;Ananas;10653
Child;1010630;Ananas;10653
Child;1014432;Ananas;10653
Child;1022348;Artischocken Agkinara Irion;19384
Child;1021900;Artischocken Agkinara Irion;19384
Child;1021636;Avocados;12974
Child;1021637;Avocados Hass;12974
Child;1022157;Avocados;12974
Child;1022158;Avocados Hass;12974
Child;1021958;Avocados;12974
Child;1021959;Avocados Hass;12974
Child;1021634;Avocados;12974
Child;1021635;Avocados Hass;12974
Child;1021638;Avocados;12974
Child;1021639;Avocados Hass;12974
Child;1021802;Avocados;12974
Child;1021801;Avocados Hass;12974
Child;1021799;Avocados;12974
Child;1021800;Avocados Hass;12974
Child;1017885;Avocados;12974
Child;1017236;Avocados;12974
Child;1016139;Avocados;12974
Child;1016138;Avocados;12974
Child;1020888;Avocados;12974
Child;1020889;Avocados;12974
Child;1017886;Avocados;12974
Child;1017269;Avocados;12974
Child;1022202;Avocados Fuerte;18339
Child;1021896;Avocados Fuerte;18339
Child;1022200;Avocados Fuerte;18339
Child;1021368;Babybananen;12137
Child;1022226;Babybananen;12137
Child;1021369;Babybananen;12137
Child;1022227;Babybananen;12137
Child;1021344;Babybananen;12137
Child;1022216;Babybananen;12137
Child;1021345;Babybananen;12137
Child;1022222;Babybananen;12137
Child;1021366;Babybananen;12137
Child;1022223;Babybananen;12137
Child;1021367;Babybananen;12137
Child;1022225;Babybananen;12137
Child;1021370;Babybananen;12137
Child;1022228;;12137
Child;1021371;Babybananen;12137
Child;1022229;;12137
Child;1020634;Babybananen;12137
Child;1022213;Babybananen;12137
Child;1021343;Babybananen;12137
Child;1022214;Babybananen;12137
Child;1021372;Bananen;10689
Child;1021374;Bananen;10689
Child;1021373;Bananen;10689
Child;1021375;Bananen;10689
Child;1021388;Bananen;10689
Child;1021389;Bananen;10689
Child;1021338;Bananen;10689
Child;1021342;Bananen;10689
Child;1019117;Bananen;10689
Child;1019118;Bananen;10689
Child;1018628;Bananen;10689
Child;1018629;Bananen;10689
Child;1018995;Bananen;10689
Child;1018996;Bananen;10689
Child;1018993;Bananen;10689
Child;1018994;Bananen;10689
Child;1019121;Bananen;10689
Child;1019122;Bananen;10689
Child;1018997;Bananen;10689
Child;1018998;Bananen;10689
Child;1019119;Bananen;10689
Child;1019120;Bananen;10689
Child;1018386;Bananen;10689
Child;1018387;Bananen;10689
Child;1018089;Bananen;10689
Child;1018090;Bananen;10689
Child;1006071;Clementinen;10659
Child;1016563;Clementinen;10659
Child;1007082;Clementinen;10659
Child;1009523;Clementinen;10659
Child;1020608;Clementinen;10659
Child;1019094;Grapefruits;10708
Child;1019095;Grapefruits;10708
Child;1009828;Grapefruits;10708
Child;1021984;Grapefruits;10708
Child;1022365;Limetten;19753
Child;1022364;Limetten;19753
Child;1020886;Mandarinen Tardivo di Ciaculli;12988
Child;1021532;Mandarinen Tardivo di Ciaculli;12988
Child;1021642;Mandarinen Tardivo di Ciaculli;12988
Child;1021643;Mandarinen Tardivo di Ciaculli;12988
Child;1022294;Mandarinen Nadorcott;18960
Child;1022006;Mandarinen Nadorcott;18960
Child;1021673;Mangos;10661
Child;1006772;Mangos;10661
Child;1006773;Mangos;10661
Child;1006770;Mangos;10661
Child;1006771;Mangos;10661
Child;1021925;Mangos;10661
Child;1021898;Mangos;10661
Child;1021751;Nektarinen;13556
Child;1021749;Nektarinen;13556
Child;1021752;Nektarinen;13556
Child;1021750;Nektarinen;13556
Child;1021863;Orangen-Probierpaket;10741
Child;1021864;Orangen-Probierpaket;10741
Child;1015835;Orangen;10665
Child;1015836;Orangen;10665
Child;1004963;Orangen;10665
Child;1016562;Orangen;10665
Child;1005289;Orangen;10665
Child;1005290;Orangen;10665
Child;1006310;Orangen;10665
Child;1006958;Orangen;10665
Child;1017114;Orangen;10665
Child;1017115;Orangen;10665
Child;1020586;Orangen;10665
Child;1022013;Passionsfrüchte;16751
Child;1022012;Passionsfrüchte;16751
Child;1022014;Passionsfrüchte;16751
Child;1022015;Passionsfrüchte;16751
Child;1019047;Persimonen;10740
Child;1019790;Persimonen;10740
Child;1019966;Persimonen;10740
Child;1021787;Sommerorangen;14159
Child;1021788;Sommerorangen;14159
Child;1005968;Sommerorangen;14159
Child;1008213;Sommerorangen;14159
Child;1019203;Weisse Spargeln;10686
Child;1019202;Weisse Spargeln;10686
Child;1006649;Weisse Spargeln;10686
Child;1006651;Weisse Spargeln;10686
Child;1011735;Weisse Spargeln;10686
Child;1011736;Weisse Spargeln;10686
Child;1018617;Weisse Spargeln;10686
Child;1017118;Weisse Spargeln;10686
Child;1019205;Weisse Spargeln;10686
Child;1019204;Weisse Spargeln;10686
Child;1006652;Weisse Spargeln;10686
Child;1006650;Weisse Spargeln;10686
Child;1019643;Weisse Spargeln;10686
Child;1019642;Weisse Spargeln;10686
Child;1021081;Weisse Spargeln;10686
Child;1021080;Weisse Spargeln;10686
Child;1021739;Weisse Spargeln;10686
Child;1021738;Weisse Spargeln;10686
Child;1021522;Zitronen;10680
Child;1021523;Zitronen;10680
Child;1009826;Zitronen;10680
Child;1016657;Zitronen;10680
Child;1016658;Zitronen;10680
Child;1009931;Zitronen;10680
Child;1009932;Zitronen;10680
Child;1017882;Zitronen;10680
Child;1017883;Zitronen;10680
Child;1020610;Zitronen;10680
Child;1017238;Ingwer & Kurkuma;18482
Child;1017237;Ingwer & Kurkuma;18482
Child;1017407;Ingwer & Kurkuma;18482
Child;1017406;Ingwer & Kurkuma;18482
Child;1021195;Fusilli;11937
Child;1021196;Fusilli;11937
Child;1021835;Fusilli Rustici;14829
Child;1021836;Fusilli Rustici;14829
Child;1019083;Weidegans;16906
Child;1002800;Kleiner Geschenkbeutel;18399
Child;1022247;Kleiner Geschenkbeutel;18399
Child;1002799;Grosser Geschenkbeutel;18398
Child;1022246;Grosser Geschenkbeutel;18398
Child;1022274;Getrocknete Tomaten in Öl;18825
Child;1022264;Getrocknete Tomaten in Öl;18825
Child;1019174;Gitzi;12106
Child;1019182;Gitzi;12106
Child;1019183;Gitzi;12106
Child;1020237;Grüne Spargeln;16989
Child;1020350;Grüne Spargeln;16989
Child;1021202;Grüne Spargeln;16989
Child;1019332;Heidelbeeren;10699
Child;1019330;Heidelbeeren;10699
Child;1019331;Heidelbeeren;10699
Child;1020352;Heidelbeeren;10699
Child;1022132;Himbeeren zur Abholung;16917
Child;1022133;Himbeeren zur Abholung;16917
Child;1021769;Sambi;13970
Child;1020351;Sambi;13970
Child;1021721;Fleisch von Dual-Hühnern;16906
Child;1021282;Hummus;11940
Child;1021197;Hummus;11940
Child;1021384;IAT Test child2;14498
Child;1000406;Brauner Jasminreis;10669
Child;1000260;Brauner Jasminreis;10669
Child;1000069;Brauner Jasminreis;10669
Child;1021908;;10669
Child;1000201;Weisser Jasminreis;10668
Child;1000126;Weisser Jasminreis;10668
Child;1019975;Alternativen zu Käse;15504
Child;1021927;Alternativen zu Käse;15504
Child;1021823;Hausmischung Crème;14430
Child;1000205;Hausmischung Crème;14430
Child;1021824;Hausmischung Crème;14430
Child;1000223;Hausmischung Crème;14430
Child;1021413;Karotten;12652
Child;1019796;Karotten;12652
Child;1021398;Karotten;12652
Child;1019022;Kartoffeln;10683
Child;1018950;Kartoffeln;10683
Child;1019783;Kartoffeln;10683
Child;1022375;;19865
Child;1020015;Kefen;10700
Child;1022288;Conchiglioni aus Kichererbsen;18976
Child;1022282;Conchiglioni aus Kichererbsen;18976
Child;1020469;Kirschen;16851
Child;1020499;Kirschen;16851
Child;1022126;Kirschen;16851
Child;1022125;Kirschen;16851
Child;1019542;Kirschen;16851
Child;1020500;Kirschen;16851
Child;1018630;Kirschsaft;12068
Child;1018951;Zwiebeln und Knoblauch;10735
Child;1019754;Zwiebeln und Knoblauch;10735
Child;1020681;Kokosmilch;14584
Child;1007314;Kokosmilch;14584
Child;1020650;Kokosmilch;14584
Child;1000051;Kokosmilch;14584
Child;1021846;Kokosmilch;14584
Child;1021847;Kokosmilch;14584
Child;1018957;Kürbis;10731
Child;1019947;Kürbis;10731
Child;1020570;Kürbis;10731
Child;1020021;Lammfleisch, Hof Schär;10714
Child;1020019;Lammfleisch, Hof Schär;10714
Child;1000544;Lammfleisch;10666
Child;1020020;Lammfleisch, Hof Schär;10714
Child;1020022;Lammfleisch, Hof Schär;10714
Child;1002673;Lammfleisch;10666
Child;1021494;Lammfleisch, Hof Guggenbüel;16737
Child;1021496;Lammfleisch, Hof Guggenbüel;16737
Child;1021948;Lammfleisch, Hof Guggenbüel;16737
Child;1021495;Lammfleisch, Hof Guggenbüel;16737
Child;1021497;Lammfleisch, Hof Guggenbüel;16737
Child;1021949;Lammfleisch, Hof Guggenbüel;16737
Child;1009018;Langkornreis;10670
Child;1009017;Langkornreis;10670
Child;1008216;Mandelmus;10743
Child;1021881;Mandelmus;10743
Child;1021817;Mandeln mit Chili;10694
Child;1021816;Mandeln mit Rosmarin;15115
Child;1021252;Mandeln Katha;14813
Child;1001535;Mandeln Katha;14813
Child;1000214;Mango Amélie;12549
Child;1021256;Mango Amélie;12549
Child;1000275;Mango Brooks;12547
Child;1014331;Mango Brooks;12547
Child;1021191;Mango Brooks;12547
Child;1021930;Mango Brooks;12547
Child;1002236;Mango Lippens;12548
Child;1014332;Mango Lippens;12548
Child;1021192;Mango Lippens;12548
Child;1021931;Mango Lippens;12548
Child;1019450;Mini-Kiwis;10702
Child;1019449;Mini-Kiwi;10702
Child;1022233;Alpkäse von der Alp Jänzimatt;18224
Child;1022232;Alpkäse von der Alp Jänzimatt;18224
Child;1002674;Osterlamm;11530
Child;1002676;Osterlamm;11530
Child;1002675;Osterlamm;11530
Child;1016032;Papierbeutel;18397
Child;1022245;Papierbeutel;18397
Child;1019341;Pelati;10719
Child;1019342;Pelati;10719
Child;1021408;Pelati;10719
Child;1021387;Pelati;10719
Child;1022341;Pelati;10719
Child;1022253;Pelati;10719
Child;1022252;Pelati;10719
Child;1022251;Pelati;10719
Child;1022273;Pelati;10719
Child;1020349;Pelati;10719
Child;1020348;Pelati;10719
Child;1018356;Penne;10681
Child;1018315;Penne;10681
Child;1017111;Penne Vollkorn;10667
Child;1018317;Penne Vollkorn;10667
Child;1019334;Peperoni;10696
Child;1019314;Peperoni;10696
Child;1019447;Peperoni;10696
Child;1021434;Tofu, Tempeh und Seitan;12748
Child;1021435;Tofu, Tempeh und Seitan;12748
Child;1021028;Pflaumen;14806
Child;1021694;Pflaumen;14806
Child;1002342;Pistazien;15657
Child;1021763;Walliser Raclettekäse;15419
Child;1021919;Walliser Raclettekäse;15419
Child;1021029;Rhabarber;10693
Child;1019181;Rhabarber;10693
Child;1018985;Rhabarber;10693
Child;1021073;Rindfleisch aus Lenzburg;16910
Child;1018622;Schottisches Hochlandrind;10738
Child;1019957;Schottisches Hochlandrind;10738
Child;1019969;Rindfleisch;16910
Child;1022155;Risottoreis;17582
Child;1022154;Risottoreis;17582
Child;1016237;Rispendatteln;13655
Child;1017425;Rispendatteln;13655
Child;1017426;Rispendatteln;13655
Child;1016239;Rispendatteln;13655
Child;1017424;Rispendatteln;13655
Child;1019984;Roggenmehl, dunkel;10712
Child;1003609;Rohrohrzucker;10673
Child;1003611;Rohrohrzucker;10673
Child;1003610;Rohrohrzucker;10673
Child;1006301;Rosinen;15598
Child;1021457;Rosinen;15598
Child;1021793;Rosinen;15598
Child;1021909;;15598
Child;1001641;Rosinen;15598
Child;1021456;Rosinen;15598
Child;1021928;Rosinen;15598
Child;1021979;Rosinen;15598
Child;1021921;Rosinen;15598
Child;1020011;Safran;12505
Child;1020781;The Angry Gorilla Milch;12104
Child;1020783;The Angry Gorilla zartbitter;12105
Child;1021236;The Angry Gorilla Milch;12104
Child;1021238;The Angry Gorilla zartbitter;12105
Child;1021442;Schweinefleisch;16913
Child;1022162;Seetaler Perlwein mit Haskapbeeren;17694
Child;1022163;Seetaler Perlwein mit Haskapbeeren;17694
Child;1021747;Sommergemüse;13524
Child;1021257;Sommergemüse;13524
Child;1012531;Spaghetti;10675
Child;1018316;Spaghetti;10675
Child;1020490;Stachelbeeren;10727
Child;1020489;Stachelbeeren;10727
Child;1019760;Süsskartoffeln;10706
Child;1019319;Süsskartoffeln;10706
Child;1019927;Süsskartoffeln;10706
Child;1019946;Süsskartoffeln;10706
Child;1021727;Süsskartoffeln;10706
Child;1020016;Süssmais;11704
Child;1021214;Süssmais;11704
Child;1021838;Testartikel1;14498
Child;1021839;Testartikel2;14498
Child;1021840;Testartikel3;14498
Child;1021362;Tofu und Okara;12375
Child;1019757;Tofu und Okara;12375
Child;1018962;Tomaten;17131
Child;1022145;Tomaten;17131
Child;1022242;Tomaten;17131
Child;1020505;Tomaten, gemischt;10728
Child;1020504;Tomaten, gemischt;10728
Child;1020503;Tomaten, gemischt;10728
Child;1020506;Tomaten, gemischt;10728
Child;1018369;Setzlinge für Tomaten;10698
Child;1016133;Tomatenpassata;10676
Child;1014138;Tomatenpassata;10676
Child;1022207;Tomatenpassata;10676
Child;1022204;Tomatenpassata;10676
Child;1018984;Topinambur;10736
Child;1020560;Topinambur;10736
Child;1019981;Urdinkelmehl, dunkel;10711
Child;1019986;Urdinkelmehl, dunkel;10711
Child;1019980;Urdinkelmehl, hell;10710
Child;1019985;Urdinkelmehl, hell;10710
Child;1021981;Vollrohrzucker;10677
Child;1021982;Vollrohrzucker;10677
Child;1009015;Vollrohrzucker;10677
Child;1009016;Vollrohrzucker;10677
Child;1021320;Weidegitzi;10692
Child;1021322;Weidegitzi;10692
Child;1021323;Weidegitzi;10692
Child;1019978;Weissmehl;10709
Child;1019983;Weissmehl;10709
Child;1020561;Wintergemüse;10737
Child;1020562;Wintergemüse;10737
Child;1021414;Wintersalat;12653
Child;1021440;Wintersalat;12653
Child;1021327;Wintersalat;12653
Child;1019021;Wurzelpaket;10691
Child;1019013;Wurzelpaket   ?;10691
Child;1022191;Za'tar;10678
Child;1000319;Za'tar;10678
Child;1000119;Za'tar;10678
Child;1022187;Za'tar;10678
Child;1019442;Zwetschgen;10724
Child;1019541;Zwetschgen;10724
Child;1021297;Zwiebeln;10704
Child;1021296;Zwiebeln;10704
Child;1021383;IAT child1_7 de;14498
