TYPE;NAVIGATIONPATH;EXTERNALKEY;Artikelname (KOM --> Übersetzung);Produkttext Shop (KOM --> Übersetzung);Anbau - übersetzen (KOM);Einkauf & Logistik - übersetzen (KOM);Produzierende - übersetzen (KOM);Verarbeitung - übersetzen (KOM);Nachhaltigkeit & Transparenz (KOM);Verwendung & Zubereitung (KOM --> Übersetzung);Aufbewahrung & Haltbarkeit (KOM --> Übersetzung);Herkunft (KOM);Category ID Shopware (Kategorien)
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Schaumwein;1022272;Weissweinpaket, Weingut Stoll;Paket mit zwei verschiedenen Weissweinen und einem Schaumwein. Alle drei stammen vom Weingut Stoll in Osterfingen, Kanton Schaffhausen. Das Weingut produziert strikt biologisch und ist auf pilzresistente Sorten spezialisiert. Das Paket enthält: 2 Flaschen Fumé 2024 2 Flaschen Pétillant Naturel 2024 2 Flaschen Vin Mousseux 2023 Der Fumé entsteht aus ausgewählten Trauben, die ohne Druck abgepresst werden. Er vergärt ohne Vorklärung direkt im Barrique. Die Fässer sind angeröstet, was den Holzeinfluss reduziert und zusätzliche Aromen in den Wein bringt. Der Fumé von 2024 überzeugt mit Noten von Limette, grüner Mango und Kreide untermalt von rauchigen Noten und entfernte Kokosnuss. Charaktervoll und tief. Der Pétillant Naturel ist ein Orange-Wein, also ein Weisswein hergestellt wie ein Rotwein. Die frühgelesenen, vollreifen Trauben verarbeitet das Team vom Weingutstoll vollständig mit Händen und Füssen und lässt sie spontan vergären. Es ist ein staubtrockner Naturwein mit Frucht- und Blumenaromen, der zu Süssen wie auch Salzigem passt. Der Vin Mousseux entsteht aus frühmorgendlich handgelesenen Pinot-Trauben. Das Winzerteam verarbeitet sie unverzüglich als Ganztrauben und vergärt sie in der Flasche. Klassisch brut.;;;;;;;;Schweiz;Getränke, Wein & Cider
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Getränke;1020554;Xarel·lo, Mas Comtal;Bag-in-Box mit Xarel·lo vom Weingut Mas Comtal aus Pendès. Der vegane Weisswein mit Jahrgang 2018 ist nach biodynamischen Richtlinien produziert und stammt von 50 bis 80 Jahre alten Reben. In der Nase Noten von Grapefruit, Yuzu, Apfel und gelbem Steinobst. Am Gaumen aromatisch, mit frischer Säure wunderbarem Trinkfluss. Dank Bag-in-Box ist der Wein nach Anbruch bis zu zwei Monate lang haltbar, ohne Beeinträchtigung des Geschmacks.;;;;;Bag-in-Box-Verpackungen sind nachhaltiger als Glasflaschen. Eine vom Bundesamt für Umwelt in Auftrag gegebene Studie von Carbotech zeigt, dass die Bag-in-Box-Verpackung rund 80 Prozent weniger Umweltbelastung verursacht als eine Einweg-Glasflasche. Dies liegt daran, dass die Herstellung von Glas sehr ressourcenintensiv ist. Einwegflaschen können nach Gebrauch zwar rezykliert werden, müssen dafür aber bei 1600 Grad Celsius eingeschmolzen werden. So fällt die Flaschenproduktion für Einwegflaschen neben der Traubenproduktion am stärksten ins Gewicht bei der CO2-Bilanz einer Flasche Wein. Ausserdem sind Glasflaschen schwer und sperrig. Für eine einzige Bag-in-Box-Verpackung à 3 Liter sind 4 Glasflaschen nötig. Wegen ihrer Form und dem hohen Gewicht von Flaschen lässt sich weniger Wein auf einmal transportieren, was zu höheren Emissionen beim Transport führt. Lesen Sie hier mehr zum Thema.;;Nach dem Öffnen können Sie den Wein im Kühlschrank bis zu zwei Monate lang aufbewahren. Wichtig ist, dass keine Luft in den Beutel gelangt.;Spanien;Getränke, Wein & Cider
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Weisswein;1021249;Zäme AOC, Weingut Stoll;Ein Cuvée von 2023 aus Rebsorten der Zukunft: charakterstarke Individualisten wie Sauvignac, Gf 48-12 und Muscaris vom Weingut Stoll in Osterfingen. Christoph Stoll und sein Team vinifizieren die vollständig von Hand gelesenen Trauben einzeln, um die Eigenheiten jeder Traubensorte herauszuarbeiten und verzichten dabei auf Zusatzstoffe. Das resultiert in einer harmonischen Komposition, welche jedes Jahr aufs Neue ausgewogen wird. Der Weisswein kommt erstmals als Bag-in-Box. Diese Art der Abfüllung führt zu einer 80 Prozent geringeren Umweltbelastung bei der Verpackung im Vergleich zur Glasflasche. Sie hat keinerlei Einfluss auf den Geschmack und verlängert die Haltbarkeit des Weins auch nach dem Öffnen enorm.;;;;;Bag-in-Box-Verpackungen sind nachhaltiger als Glasflaschen. Eine vom Bundesamt für Umwelt in Auftrag gegebene Studie von Carbotech zeigt, dass die Bag-in-Box-Verpackung rund 80 Prozent weniger Umweltbelastung verursacht als eine Einweg-Glasflasche. Dies liegt daran, dass die Herstellung von Glas sehr ressourcenintensiv ist. Einwegflaschen können nach Gebrauch zwar rezykliert werden, müssen dafür aber bei 1600 Grad Celsius eingeschmolzen werden. So fällt die Flaschenproduktion für Einwegflaschen neben der Traubenproduktion am stärksten ins Gewicht bei der CO2-Bilanz einer Flasche Wein. Ausserdem sind Glasflaschen schwer und sperrig. Für eine einzige Bag-in-Box-Verpackung à 3 Liter sind 4 Glasflaschen nötig. Wegen ihrer Form und dem hohen Gewicht von Flaschen lässt sich weniger Wein auf einmal transportieren, was zu höheren Emissionen beim Transport führt. Lesen Sie hier mehr zum Thema.;;Einmal geöffnet können Sie den Wein mehrere Monate lang aufbewahren. Wichtig ist, dass keine Luft in den Beutel gelangt.;Schweiz;Getränke, Wein & Cider
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Getreide > Mehl;1020734;Weissmehl;Weissmehl aus Schweizer Bio-Weizen, Type 550. Ideal für Kuchen, helle Brote, Baguettes, Crêpes, Hefegebäck und Guetsli. In der Kofmel-Mühle in Deitingen gemahlen. Familie Kofmel führt den Familienbetrieb in dritter Generation und bezieht das Getreide von Bauernfamilien aus der Region, mit denen sie eine langjährige Zusammenarbeit pflegt. MIndestens haltbar bis 14.02.2025;;;;;;;;Schweiz;Mehl, Zucker & Kakao, Reis & Getreide, Vorrat
Artikel;Direktversand > Frischprodukte > Fleisch > Rindfleisch;1022254;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Schaumwein;1020640;Winzersekt;Paket mit 6 Flaschen Winzersekt Edelgräfler 2022 vom Weingut Zähringer aus Baden in Deutschland. Einem flaschenvergorenen Schaumwein aus den Sorten Nobling und Johanniter. Produziert nach biologischen Richtlinien von einem der Pionier-Weingüter Deutschlands in diesem Bereich. Heute arbeitet die Familie Zähringer im Rebberg und Weinkeller nach biodynamischen Richtlinien. In der Nase fruchtig, mit Noten von Grapefruit, Apfel und Birne. Zudem florale Anklänge. Am Gaumen frisch und ausbalanciert, mit geschmeidiger Mousseux. Sie erhalten 6 Flaschen à 75 cl.;;;;;;;;Deutschland;Getränke, Wein & Cider
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019166;With Love from Kabul / Artlords;;;;;;;;;;
Produkt;Direktversand > Frischprodukte > Gemüse;Direktversand_Frischprodukte_Gemuese_0_Wurzelgemuese;;;;;;;;;;;
Produkt;Direktversand > Trockenprodukte > Gewürze;Direktversand_Trockenprodukte_Gewuerze_0_Zatar;;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1000227;Zedernüsse;Die Kerne aus den Zapfen der sibirischen Zirbelkiefer gleichen den Kernen der Pinie, haben aber ein intensiveres Aroma. Zedernüsse können Sie genauso verwenden wie Pinienkerne.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Russische Föderation;
Artikel;Direktversand > Trockenprodukte > Nüsse > Cashew nature;1000270;Zerbrochene Cashews;Diese Cashews sind beim Knacken und Schälen zebrochen. Auf ihren Geschmack hat das keinen Einfluss, wohl aber auf ihren Wert. Die zerbrochenen Kerne können Sie genauso verwenden wie die ganzen. Unsere Bio-Cashews kommen von rund 3000 Bauernfamilien aus den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso. Die Familien liefern ihre Rohcashews direkt an gebana Burkina Faso in Bobo-Dioulasso, wo sie noch vor Ort in unserer eigenen Fabrik geknackt, geschält, sortiert und verpackt werden. Die vollständige Verarbeitung in Bobo-Dioulasso schafft Arbeitsplätze und Perspektive in einem Land, in dem sonst kaum jemand investiert. Wir sind bereits seit 2001 vor Ort, unsere eigene Fabrik öffnete 2006 ihre Pforten. Zwischen 2021 und 2025 haben wir eine neue, grössere Fabrik gebaut, die bis zum Jahr 2029 rund 1000 neue Arbeitsplätze schaffen wird. Seit Ende November 2025 ist sie in Betrieb. Mit der Verarbeitung vor Ort vermeiden wir unnötige Transportwege und Wertschöpfungsverlagerungen nach Vietnam, wo heute der Grossteil westafrikanischer Cashews verarbeitet wird.;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005. Transport: LKW von den Feldern nach Bobo-Dioulasso, Zug nach Abidjan, Schiff nach Rotterdam. LKW nach Embrach/Singen.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut.;Von Hand sortiert, nie umgepackt, vollständig vor Ort verarbeitet. 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, nie umgepackt, vollständig vor Ort verarbeitet, Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam, 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005 Verbesserungspotential: Bauernfamilien weiterbilden, sodass sie sich als Unternehmer:innen sehen, innovative Landwirtschaft und Biodiversität fördern, tiefste Löhne bei gebana Burkina Faso anheben;Cashews haben diverse Verwendungsmöglichkeiten: Sie können sie pur oder geröstet geniessen, aber auch einweichen und für eine sämige Konsistenz in süssen oder herzhaften Speisen einsetzen . Mit Cashews lässt sich auch gut backen, zum Beispiel diese Kekse .;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Burkina Faso;Cashews, Nüsse & Kerne
Artikel;Direktversand > Trockenprodukte > Nüsse > Cashew nature;1003498;Zerbrochene Cashews;Teilweise zerbrochenene Cashewkerne zweiter Qualität. Bei der Verarbeitung hat sich feiner Cashewstaub angesammelt hat und es sind einzelne leicht verfärbte Kerne in der Packung gelandet. Einige Kerne können zudem zum Teil eine leichte Schärfe respektive Bitternote im Mund entwickeln. Diese Kerne sind trotzdem bedenkenlos geniessbar und ideal zum Kochen oder Backen geeignet.;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005. Transport: LKW von den Feldern nach Bobo-Dioulasso, Zug nach Abidjan, Schiff nach Rotterdam. LKW nach Embrach/Singen.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut.;Von Hand sortiert, nie umgepackt, vollständig vor Ort verarbeitet. 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, nie umgepackt, vollständig vor Ort verarbeitet, Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam, 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005 Verbesserungspotential: Bauernfamilien weiterbilden, sodass sie sich als Unternehmer:innen sehen, innovative Landwirtschaft und Biodiversität fördern, tiefste Löhne bei gebana Burkina Faso anheben;Cashews haben diverse Verwendungsmöglichkeiten: Sie können sie pur oder geröstet geniessen, aber auch einweichen und für eine sämige Konsistenz in süssen oder herzhaften Speisen einsetzen . Mit Cashews lässt sich auch gut backen, zum Beispiel diese Kekse .;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Burkina Faso;Cashews, Nüsse & Kerne
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1020599;Zerbrochene Cashews;Beim Knacken und Schälen von Cashews zerbrechen immer wieder einzelne Kerne. Auf den Geschmack haben die Brüche keinen Einfluss, wohl aber auf ihren Wert. Die zerbrochenen Kerne können Sie genauso verwenden wie die ganzen.;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005. Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam. LKW nach Embrach/Singen.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut.;Von Hand sortiert, nie umgepackt, vollständig vor Ort verarbeitet. 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, nie umgepackt, vollständig vor Ort verarbeitet, Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam, 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005 Verbesserungspotential: Bauernfamilien weiterbilden, sodass sie sich als Unternehmer:innen sehen, innovative Landwirtschaft und Biodiversität fördern, tiefste Löhne bei gebana Burkina Faso anheben;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Burkina Faso;
Artikel;Direktversand > Trockenprodukte > Nüsse > Cashew nature;1020468;Zerbrochene Cashews;Diese Cashews sind beim Knacken und Schälen zebrochen. Auf ihren Geschmack hat das keinen Einfluss, wohl aber auf ihren Wert. Die zerbrochenen Kerne können Sie genauso verwenden wie die ganzen. Unsere Bio-Cashews kommen von rund 3000 Bauernfamilien aus den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso. Die Familien liefern ihre Rohcashews direkt an gebana Burkina Faso in Bobo-Dioulasso, wo sie noch vor Ort in unserer eigenen Fabrik geknackt, geschält, sortiert und verpackt werden. Die vollständige Verarbeitung in Bobo-Dioulasso schafft Arbeitsplätze und Perspektive in einem Land, in dem sonst kaum jemand investiert. Wir sind bereits seit 2001 vor Ort, unsere eigene Fabrik öffnete 2006 ihre Pforten. Zwischen 2021 und 2025 haben wir eine neue, grössere Fabrik gebaut, die bis zum Jahr 2029 rund 1000 neue Arbeitsplätze schaffen wird. Seit Ende November 2025 ist sie in Betrieb. Mit der Verarbeitung vor Ort vermeiden wir unnötige Transportwege und Wertschöpfungsverlagerungen nach Vietnam, wo heute der Grossteil westafrikanischer Cashews verarbeitet wird. Mindestens haltbar bis 30.04.2026;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005. Transport: LKW von den Feldern nach Bobo-Dioulasso, Zug nach Abidjan, Schiff nach Rotterdam. LKW nach Embrach/Singen.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut.;Von Hand sortiert, nie umgepackt, vollständig vor Ort verarbeitet. 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, nie umgepackt, vollständig vor Ort verarbeitet, Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam, 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005 Verbesserungspotential: Bauernfamilien weiterbilden, sodass sie sich als Unternehmer:innen sehen, innovative Landwirtschaft und Biodiversität fördern, tiefste Löhne bei gebana Burkina Faso anheben;Cashews haben diverse Verwendungsmöglichkeiten: Sie können sie pur oder geröstet geniessen, aber auch einweichen und für eine sämige Konsistenz in süssen oder herzhaften Speisen einsetzen . Mit Cashews lässt sich auch gut backen, zum Beispiel diese Kekse .;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Burkina Faso;Cashews, Nüsse & Kerne
Artikel;Direktversand > Trockenprodukte > Nüsse > Cashew nature;1020515;Zerbrochene Cashews;Diese Cashews sind beim Knacken und Schälen zebrochen. Auf ihren Geschmack hat das keinen Einfluss, wohl aber auf ihren Wert. Die zerbrochenen Kerne können Sie genauso verwenden wie die ganzen. Unsere Bio-Cashews kommen von rund 3000 Bauernfamilien aus den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso. Die Familien liefern ihre Rohcashews direkt an gebana Burkina Faso in Bobo-Dioulasso, wo sie noch vor Ort in unserer eigenen Fabrik geknackt, geschält, sortiert und verpackt werden. Die vollständige Verarbeitung in Bobo-Dioulasso schafft Arbeitsplätze und Perspektive in einem Land, in dem sonst kaum jemand investiert. Wir sind bereits seit 2001 vor Ort, unsere eigene Fabrik öffnete 2006 ihre Pforten. Zwischen 2021 und 2025 haben wir eine neue, grössere Fabrik gebaut, die bis zum Jahr 2029 rund 1000 neue Arbeitsplätze schaffen wird. Seit Ende November 2025 ist sie in Betrieb. Mit der Verarbeitung vor Ort vermeiden wir unnötige Transportwege und Wertschöpfungsverlagerungen nach Vietnam, wo heute der Grossteil westafrikanischer Cashews verarbeitet wird.;Bio, keine Bewässerung, von Hand geerntet.;Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005. Transport: LKW von den Feldern nach Bobo-Dioulasso, Zug nach Abidjan, Schiff nach Rotterdam. LKW nach Embrach/Singen.;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut.;Von Hand sortiert, nie umgepackt, vollständig vor Ort verarbeitet. 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser;Von 3031 Bauernfamilien auf durchschnittlich 5.4 ha in den Regionen Hauts-Bassins, Sud-Ouest, Cascades und Centre-Ouest in Burkina Faso angebaut Bio, keine Bewässerung, von Hand geerntet und sortiert, nie umgepackt, vollständig vor Ort verarbeitet, Transport: LKW von den Feldern nach Bobo-Dioulasso, LKW nach Abidjan, Schiff nach Rotterdam, 100 % der Mitarbeitenden in der Verarbeitung haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf direkt ab Ernte bei Kooperativen und Bauernfamilien, seit 2005 Verbesserungspotential: Bauernfamilien weiterbilden, sodass sie sich als Unternehmer:innen sehen, innovative Landwirtschaft und Biodiversität fördern, tiefste Löhne bei gebana Burkina Faso anheben;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Burkina Faso;Cashews, Nüsse & Kerne
